51.550618	35.723924
51.451299	35.770459
51.455413	35.784897
51.42359	35.638971
51.423313	35.652804
51.414226	35.604927
51.445209	35.599845
51.440481	35.583505
51.449002	35.617806
51.482018	35.622523
51.497586	35.634442
51.491871	35.649372
51.451535	35.635125
51.473256	35.648999
51.446572	35.65389
51.45545	35.667194
51.476634	35.663186
51.454857	35.680807
51.471582	35.680205
51.486447	35.680507
51.419839	35.66373
51.420235	35.672794
51.440656	35.670606
51.424748	35.681104
51.440965	35.692083
51.42316	35.694025
51.398448	35.653675
51.402776	35.642151
51.420417	35.626063
51.40514	35.625878
51.429581	35.607553
51.3522 	35.6319
51.368737	35.633749
51.38656	35.635669
51.401177	35.677955
51.402093	35.694383
51.386108	35.686976
51.392462	35.66539
51.36048	35.64927
51.33642	35.658987
51.341063	35.640075
51.302724	35.665081
51.578131	35.733646
51.506582	35.740185
51.532045	35.741759
51.55365	35.739267
51.48733	35.698566
51.46538	35.700045
51.497958	35.711645
51.510187	35.726679
51.484858	35.725546
51.470839	35.725813
51.453887	35.730083
51.461016	35.749055
51.480669	35.746323
51.555262	35.757601
51.511056	35.763557
51.478377	35.771321
51.514227	35.794223
51.502928	35.809742
51.483191	35.808898
51.468092	35.799906
51.460812	35.813956
51.433512	35.814863
51.447554	35.799889
51.431935	35.79265
51.421593	35.777729
51.403787	35.803517
51.457697	35.709869
51.443123	35.711388
51.432481	35.715127
51.434167	35.733154
51.434005	35.753588
51.417229	35.720577
51.415338	35.707756
51.397027	35.770881
51.412077	35.762289
51.413538	35.739497
51.396741	35.739826
51.390702	35.724043
51.393307	35.708845
51.349739	35.790425
51.352026	35.773777
51.376382	35.787779
51.367427	35.75952
51.376865	35.732713
51.340196	35.741148
51.36002	35.734033
51.365737	35.706999
51.349132	35.710065
51.369861	35.674376
51.365049	35.683333
51.366901	35.695102
51.3258	    35.6967
51.319758	35.682063
51.312885	35.70752
51.323221	35.725687
51.326955	35.768191
51.307163	35.762233
51.280983	35.781969
51.275764	35.756911
51.294143	35.731045
51.266857	35.696234
51.218394	35.705804
51.151833	35.727309
51.3093	    35.6484
51.257259	35.729485
51.214365	35.73269
51.244894	35.755502
51.177901	35.743819
51.198112	35.760305
51.142308	35.75296
51.354521	35.661893
51.374694	35.661419
